id,creationDate,publicatioName,reviewText,scoreSentiment,title,runtimeMinutes,genre,originalLanguage,predictedSentiment,cleaned_text,LDA_Topics
611287,2007-06-10,"Quad City Times (Davenport, IA)",Designed make cringe violent scenes Condemned paradox movieIts sole purpose depict people killing torturing raping yet contains preachy theme kinds people would pay watc,NEGATIVE,The Condemned,113.0,"Action, Mystery & thriller",English,Negative,"['designed', 'make', 'cringe', 'violent', 'scenes', 'condemned', 'paradox', 'movieits', 'sole', 'purpose', 'depict', 'people', 'killing', 'torturing', 'raping', 'yet', 'contains', 'preachy', 'theme', 'kinds', 'people', 'would', 'pay', 'watc']","[(0, 0.8033901), (2, 0.1723312)]"
408912,2006-06-24,Old School Reviews,Rahmanian offers recognizable touches Abbas Kiaroastamis work,POSITIVE,Day Break,81.0,Drama,Persian,Positive,"['rahmanian', 'offers', 'recognizable', 'touches', 'abbas', 'kiaroastamis', 'work']","[(0, 0.899412), (1, 0.025119828), (2, 0.025173815), (3, 0.025194721), (4, 0.02509963)]"
624093,2013-02-21,NPR,Inescapable Naddas first foray thriller territory inexperience shows awkwardly mounted fight scenes clumsy car chases mention almost fatally explanatory script,NEGATIVE,Inescapable,93.0,Mystery & thriller,English,Negative,"['inescapable', 'naddas', 'first', 'foray', 'thriller', 'territory', 'inexperience', 'shows', 'awkwardly', 'mounted', 'fight', 'scenes', 'clumsy', 'car', 'chases', 'mention', 'almost', 'fatally', 'explanatory', 'script']","[(1, 0.30503908), (4, 0.6658852)]"
52442,2016-12-22,Georgia Straight,Sometimes movie comes along different refreshingly light right moment people happily forgive good,NEGATIVE,La La Land,128.0,"Musical, Romance, Comedy, Drama",English,Positive,"['sometimes', 'movie', 'comes', 'along', 'different', 'refreshingly', 'light', 'right', 'moment', 'people', 'happily', 'forgive', 'good']","[(0, 0.014847268), (1, 0.5496634), (2, 0.014665604), (3, 0.40627745), (4, 0.01454626)]"
221415,2007-11-28,New York Press,Tells real persons life story inventively might forget rotten recent biopics,POSITIVE,The Diving Bell and the Butterfly,114.0,"Biography, Drama",French (France),Positive,"['tells', 'real', 'persons', 'life', 'story', 'inventively', 'might', 'forget', 'rotten', 'recent', 'biopics']","[(0, 0.9326307), (1, 0.016821574), (2, 0.01688037), (3, 0.016807508), (4, 0.016859801)]"
1138287,2005-08-04,Arizona Daily Star,LaChapelle admirable job avoiding pitfall staving pretense frames unobtrusive canvas performers stroke flailing arms jiggling hips,POSITIVE,Rize,85.0,Documentary,English,Positive,"['lachapelle', 'admirable', 'job', 'avoiding', 'pitfall', 'staving', 'pretense', 'frames', 'unobtrusive', 'canvas', 'performers', 'stroke', 'flailing', 'arms', 'jiggling', 'hips']","[(0, 0.011865995), (1, 0.011825192), (2, 0.011851898), (3, 0.011871762), (4, 0.95258516)]"
443173,2005-11-03,WaffleMovies.com,Dont Dont Go Go,NEGATIVE,"Kiss Kiss, Bang Bang",102.0,"Mystery & thriller, Lgbtq+",English,Negative,"['dont', 'dont', 'go', 'go']","[(0, 0.040883094), (1, 0.040560126), (2, 0.04145647), (3, 0.040786803), (4, 0.83631355)]"
490924,2023-01-31,The Cinematic Reel,First Man technical marvel film truly captures struggle journey Americas race space mans sacrifice reach ultimate goal walking moon,POSITIVE,First Man,141.0,"Biography, History, Drama, Adventure",English,Positive,"['first', 'man', 'technical', 'marvel', 'film', 'truly', 'captures', 'struggle', 'journey', 'americas', 'race', 'space', 'mans', 'sacrifice', 'reach', 'ultimate', 'goal', 'walking', 'moon']","[(0, 0.4315351), (1, 0.01008018), (2, 0.010402012), (3, 0.5378383), (4, 0.010144399)]"
54178,2007-01-06,CNN.com,Freedom Writers another exceptional teacher scenario different norm,NEGATIVE,Freedom Writers,123.0,Drama,English,Positive,"['freedom', 'writers', 'another', 'exceptional', 'teacher', 'scenario', 'different', 'norm']","[(0, 0.9100603), (1, 0.022458144), (2, 0.022684697), (3, 0.022419918), (4, 0.022376984)]"
929166,2016-02-04,National Post,Jack love Maria family driving crazy almost like hes living sitcom great professionally gives writing pilot Space Bar Cheers space pens sitcom based life meta,NEGATIVE,A Date With Miss Fortune,97.0,"Romance, Comedy",English,Positive,"['jack', 'love', 'maria', 'family', 'driving', 'crazy', 'almost', 'like', 'hes', 'living', 'sitcom', 'great', 'professionally', 'gives', 'writing', 'pilot', 'space', 'bar', 'cheers', 'space', 'pens', 'sitcom', 'based', 'life', 'meta']","[(0, 0.968658)]"
891002,2013-07-19,Seven Days (VT),movie Transformers treating lizardbrain appeal fight humongous critters respect deserves,POSITIVE,Pacific Rim,131.0,"Sci-fi, Action, Adventure",English,Positive,"['movie', 'transformers', 'treating', 'lizardbrain', 'appeal', 'fight', 'humongous', 'critters', 'respect', 'deserves']","[(0, 0.018449383), (1, 0.018508049), (2, 0.018264962), (3, 0.0184368), (4, 0.92634076)]"
927326,2006-12-29,Cinema em Cena,Por alguns instantes filme parece ter algo relevante dizer sobre desumanizao provocada pela guerra ou niilismo de uma gerao entediada e descrente mas constatamos que quer apenas chocar desperdiando timas atuaes de Bale e Rodriguez,POSITIVE,Harsh Times,115.0,"Crime, Drama",English,Positive,"['por', 'alguns', 'instantes', 'filme', 'parece', 'ter', 'algo', 'relevante', 'dizer', 'sobre', 'desumanizao', 'provocada', 'pela', 'guerra', 'ou', 'niilismo', 'de', 'uma', 'gerao', 'entediada', 'e', 'descrente', 'mas', 'constatamos', 'que', 'quer', 'apenas', 'chocar', 'desperdiando', 'timas', 'atuaes', 'de', 'bale', 'e', 'rodriguez']","[(0, 0.7337882), (1, 0.2493341)]"
673724,2002-05-07,Chicago Sun-Times,musical film experience overwhelmed eyes ears drawing us feeling texture rock concert,POSITIVE,At the Max,89.0,Documentary,English,Positive,"['musical', 'film', 'experience', 'overwhelmed', 'eyes', 'ears', 'drawing', 'us', 'feeling', 'texture', 'rock', 'concert']","[(0, 0.015562823), (1, 0.015572635), (2, 0.93758756), (3, 0.015690226), (4, 0.015586763)]"
1114715,2018-09-04,Film Threat,90 minutes trying determine film exists Ive got nothing took cheap CGI plasma rifle bullet dear viewer Learn mistake,NEGATIVE,The Dawnseeker,85.0,Sci-fi,English,Negative,"['90', 'minutes', 'trying', 'determine', 'film', 'exists', 'ive', 'got', 'nothing', 'took', 'cheap', 'cgi', 'plasma', 'rifle', 'bullet', 'dear', 'viewer', 'learn', 'mistake']","[(0, 0.0102006355), (1, 0.95914394), (2, 0.0101222675), (3, 0.010451966), (4, 0.0100811925)]"
444539,2004-11-06,Window to the Movies,Less reflective todays version mindless hordedriven consumerism perhaps simply reflective todays version horror moviemaking,POSITIVE,Dawn of the Dead,100.0,Horror,English,Negative,"['less', 'reflective', 'todays', 'version', 'mindless', 'hordedriven', 'consumerism', 'perhaps', 'simply', 'reflective', 'todays', 'version', 'horror', 'moviemaking']","[(0, 0.9456942), (1, 0.013588896), (2, 0.013791302), (3, 0.013472968), (4, 0.013452602)]"
765840,2017-02-03,Tribune News Service,scifitinged heap sentimentality,NEGATIVE,The Space Between Us,120.0,"Adventure, Romance",English,Negative,"['scifitinged', 'heap', 'sentimentality']","[(0, 0.799525), (1, 0.050066434), (2, 0.050164282), (3, 0.05017636), (4, 0.050067883)]"
547526,2020-11-28,Gone With The Twins,Consistently funny pleasantly original,POSITIVE,Drillbit Taylor,102.0,Comedy,English,Positive,"['consistently', 'funny', 'pleasantly', 'original']","[(0, 0.040751636), (1, 0.040632706), (2, 0.040244125), (3, 0.8374706), (4, 0.040900923)]"
226060,2015-11-30,Classic Film and Television,Little comedy benefits strong cast,POSITIVE,The Irish in Us,84.0,Comedy,English,Positive,"['little', 'comedy', 'benefits', 'strong', 'cast']","[(0, 0.033585716), (1, 0.03400164), (2, 0.03393182), (3, 0.8649443), (4, 0.033536565)]"
151458,2017-07-30,Movie Talk,Definitely Blade Runners league action blast Johansson fabulous channelling otherworldly vibe displayed distinctively films Lucy Skin,POSITIVE,Ghost in the Shell,107.0,"Sci-fi, Action, Adventure",English,Positive,"['definitely', 'blade', 'runners', 'league', 'action', 'blast', 'johansson', 'fabulous', 'channelling', 'otherworldly', 'vibe', 'displayed', 'distinctively', 'films', 'lucy', 'skin']","[(0, 0.011805989), (1, 0.011937756), (2, 0.011885929), (3, 0.95248234), (4, 0.0118879825)]"
441219,2004-08-01,Beaumont Journal,disappointing thinking get fast roller coaster strapping tight sent Small World,NEGATIVE,The Village,109.0,Mystery & thriller,English,Positive,"['disappointing', 'thinking', 'get', 'fast', 'roller', 'coaster', 'strapping', 'tight', 'sent', 'small', 'world']","[(0, 0.017046591), (1, 0.9315797), (2, 0.016947415), (3, 0.017243866), (4, 0.017182378)]"
222259,2022-12-06,Guardian,slay ride delivered much spontaneity passion Amazon Christmas email notification,NEGATIVE,Nutcracker Massacre,87.0,"Holiday, Horror, Mystery & thriller",English,Positive,"['slay', 'ride', 'delivered', 'much', 'spontaneity', 'passion', 'amazon', 'christmas', 'email', 'notification']","[(0, 0.018470809), (1, 0.018289989), (2, 0.018279284), (3, 0.9266763), (4, 0.018283589)]"
1067609,2005-02-25,Arizona Daily Star,May Kubricks greatest film lasting influence social significance,POSITIVE,A Clockwork Orange,137.0,"Drama, Comedy",English,Positive,"['may', 'kubricks', 'greatest', 'film', 'lasting', 'influence', 'social', 'significance']","[(0, 0.9098814), (1, 0.022398084), (2, 0.022567863), (3, 0.022454362), (4, 0.022698233)]"
1127296,2012-04-26,Reeling Reviews,period look dead adds moody atmosphere Raven art direction costume design makeup Unfortunately looks alone make film good story needed,NEGATIVE,The Raven,111.0,Mystery & thriller,English,Negative,"['period', 'look', 'dead', 'adds', 'moody', 'atmosphere', 'raven', 'art', 'direction', 'costume', 'design', 'makeup', 'unfortunately', 'looks', 'alone', 'make', 'film', 'good', 'story', 'needed']","[(0, 0.4675198), (2, 0.503358)]"
292712,2000-01-01,eFilmCritic.com,Howlingly awful Die Hard retread,NEGATIVE,Turbulence,100.0,"Mystery & thriller, Action",English,Negative,"['howlingly', 'awful', 'die', 'hard', 'retread']","[(0, 0.033784922), (1, 0.03341906), (2, 0.034691323), (3, 0.03370664), (4, 0.86439806)]"
217273,2002-05-29,Tooele Transcript-Bulletin (Utah),leave feeling disturbed distraught confused little emotional,POSITIVE,A.I.: Artificial Intelligence,145.0,"Sci-fi, Fantasy, Drama",English,Negative,"['leave', 'feeling', 'disturbed', 'distraught', 'confused', 'little', 'emotional']","[(0, 0.025306137), (1, 0.025304852), (2, 0.89872885), (3, 0.02554736), (4, 0.025112838)]"
1050727,2017-03-27,Irish Independent,film funny misogynistic profoundly obnoxiously needlessly,NEGATIVE,CHIPS,101.0,"Comedy, Action",English,Negative,"['film', 'funny', 'misogynistic', 'profoundly', 'obnoxiously', 'needlessly']","[(0, 0.029136784), (1, 0.028751008), (2, 0.028767284), (3, 0.8846577), (4, 0.028687248)]"
1068193,2009-09-11,Film4,Theres wonderful potential permanently bleached vistas embody metaphorical emptiness great big blank,NEGATIVE,Whiteout,101.0,Mystery & thriller,English,Positive,"['theres', 'wonderful', 'potential', 'permanently', 'bleached', 'vistas', 'embody', 'metaphorical', 'emptiness', 'great', 'big', 'blank']","[(0, 0.015708765), (1, 0.937641), (2, 0.015666692), (3, 0.015496213), (4, 0.015487288)]"
357043,2006-09-14,St. Paul Pioneer Press,Paintbynumbers storytelling aside Gridiron Gang fine movie,POSITIVE,Gridiron Gang,120.0,"Crime, Drama, Action",English,Negative,"['paintbynumbers', 'storytelling', 'aside', 'gridiron', 'gang', 'fine', 'movie']","[(0, 0.025595821), (1, 0.89825606), (2, 0.025448218), (3, 0.025450509), (4, 0.02524937)]"
989217,2020-05-04,Entertainment Voice,film stands tribute unrequited love instead simply tugging heart strings hopefully teaches us valuable lessons,POSITIVE,The Half of It,105.0,"Romance, Comedy, Lgbtq+",English,Positive,"['film', 'stands', 'tribute', 'unrequited', 'love', 'instead', 'simply', 'tugging', 'heart', 'strings', 'hopefully', 'teaches', 'us', 'valuable', 'lessons']","[(0, 0.012638881), (1, 0.01264672), (2, 0.34351727), (3, 0.61849016), (4, 0.012706978)]"
214162,2016-05-02,ABC Radio (Australia),hard believe leading actors overshadowed comedian Simon Helberg steals every scene Jenkins wellpaid pianist,POSITIVE,Florence Foster Jenkins,110.0,"Biography, Comedy, Drama, Music",English,Negative,"['hard', 'believe', 'leading', 'actors', 'overshadowed', 'comedian', 'simon', 'helberg', 'steals', 'every', 'scene', 'jenkins', 'wellpaid', 'pianist']","[(0, 0.013456812), (1, 0.013663007), (2, 0.9458806), (3, 0.013519687), (4, 0.013479915)]"
219602,2007-01-06,New York Daily News,Ive seen film three times cannot claim know whether fantasy characters events meant exist solely imagination 12yearold girl center story human aware,POSITIVE,Pan's Labyrinth,120.0,"Fantasy, Drama, War",Spanish (Spain),Negative,"['ive', 'seen', 'film', 'three', 'times', 'claim', 'know', 'whether', 'fantasy', 'characters', 'events', 'meant', 'exist', 'solely', 'imagination', '12yearold', 'girl', 'center', 'story', 'human', 'aware']","[(2, 0.96288484)]"
271187,2006-08-25,Newark Star-Ledger,Unhealthy eating paired wholesome message story encourages youngsters keep word accept kids different,POSITIVE,How to Eat Fried Worms,84.0,"Kids & family, Comedy, Drama, Adventure",English,Positive,"['unhealthy', 'eating', 'paired', 'wholesome', 'message', 'story', 'encourages', 'youngsters', 'keep', 'word', 'accept', 'kids', 'different']","[(0, 0.9421499), (1, 0.014409165), (2, 0.014540381), (3, 0.014436334), (4, 0.014464255)]"
638530,2008-03-03,The Scorecard Review,soon start forgetting bad movie fine,NEGATIVE,In the Land of Women,100.0,"Comedy, Drama",English,Negative,"['soon', 'start', 'forgetting', 'bad', 'movie', 'fine']","[(0, 0.029818835), (1, 0.88278544), (2, 0.029415539), (3, 0.02907424), (4, 0.028906)]"
20429,2021-04-06,VODzilla.co,Paul Schuylers unsettling disorienting pandemic psychodrama takes us family vrit lockdown freakout,POSITIVE,Red River Road,91.0,"Mystery & thriller, Drama",English,Positive,"['paul', 'schuylers', 'unsettling', 'disorienting', 'pandemic', 'psychodrama', 'takes', 'us', 'family', 'vrit', 'lockdown', 'freakout']","[(0, 0.93752915), (1, 0.015526369), (2, 0.015605317), (3, 0.0155788325), (4, 0.015760364)]"
375245,2018-06-21,Chicago Reader,Given affecting love stories involve sisters mother scenes closeknit trio films highlights,POSITIVE,The Year of Spectacular Men,102.0,"Comedy, Drama",English,Positive,"['given', 'affecting', 'love', 'stories', 'involve', 'sisters', 'mother', 'scenes', 'closeknit', 'trio', 'films', 'highlights']","[(0, 0.015889648), (1, 0.015658334), (2, 0.015712148), (3, 0.9368916), (4, 0.015848272)]"
729332,2012-08-29,CinemaBlend,Im certain still creative interesting stories told based around idea demonic possession one barely considered effort,NEGATIVE,The Possession,91.0,"Horror, Mystery & thriller",English,Negative,"['im', 'certain', 'still', 'creative', 'interesting', 'stories', 'told', 'based', 'around', 'idea', 'demonic', 'possession', 'one', 'barely', 'considered', 'effort']","[(0, 0.012184543), (1, 0.012464634), (2, 0.9508764), (3, 0.01210364), (4, 0.012370794)]"
1101073,2022-10-10,Film Threat,Hinterland great crime thriller,POSITIVE,Hinterland,99.0,"Drama, Mystery & thriller",German,Positive,"['hinterland', 'great', 'crime', 'thriller']","[(0, 0.04016589), (1, 0.8387438), (2, 0.040110387), (3, 0.040607505), (4, 0.04037245)]"
1032914,2022-06-15,El Pais (Spain),compelling twisted irreverent beginning story loses steam continues without reflection employing almost exasperating conventional approach material,NEGATIVE,Everything Went Fine,113.0,Drama,French (France),Negative,"['compelling', 'twisted', 'irreverent', 'beginning', 'story', 'loses', 'steam', 'continues', 'without', 'reflection', 'employing', 'almost', 'exasperating', 'conventional', 'approach', 'material']","[(0, 0.012422192), (1, 0.011989083), (2, 0.012042306), (3, 0.95150226), (4, 0.012044085)]"
770661,2021-05-30,Film Frenzy,Super 8 entertaining popcorn flick one get sense Abrams sweating storm effort produce sort guileless matinee magic Spielberg conveyed effortlessly,POSITIVE,Super 8,112.0,"Sci-fi, Mystery & thriller",English,Positive,"['super', '8', 'entertaining', 'popcorn', 'flick', 'one', 'get', 'sense', 'abrams', 'sweating', 'storm', 'effort', 'produce', 'sort', 'guileless', 'matinee', 'magic', 'spielberg', 'conveyed', 'effortlessly']","[(2, 0.9611958)]"
175344,2017-10-10,Lainey Gossip,True Story completely missable,NEGATIVE,True Story,104.0,"Crime, Drama, Mystery & thriller",English,Negative,"['true', 'story', 'completely', 'missable']","[(0, 0.040226046), (1, 0.040363375), (2, 0.8384994), (3, 0.0405719), (4, 0.040339213)]"
700717,2018-08-13,CineVue,funny ways yes quickly tires theres nothing substance left laughs filter,NEGATIVE,The Little Hours,90.0,Comedy,English,Negative,"['funny', 'ways', 'yes', 'quickly', 'tires', 'theres', 'nothing', 'substance', 'left', 'laughs', 'filter']","[(0, 0.45981213), (1, 0.016956337), (2, 0.01696512), (3, 0.017246699), (4, 0.4890197)]"
762067,2008-08-01,Metro Newspaper (UK),Youll wish oncetalented Myers merely rested laurels rather pooping,NEGATIVE,The Love Guru,87.0,Comedy,English,Negative,"['youll', 'wish', 'oncetalented', 'myers', 'merely', 'rested', 'laurels', 'rather', 'pooping']","[(0, 0.020094026), (1, 0.91965306), (2, 0.020088177), (3, 0.020053552), (4, 0.020111226)]"
